Entry,Entry Name,Domain [FT],Organism,Protein families,Gene Names
Q6PGN3,DCLK2_MOUSE,"DOMAIN 72..158; /note=""Doublecortin 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00072""; DOMAIN 196..279; /note=""Doublecortin 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00072""; DOMAIN 393..650; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",Dclk2 Dcamkl2
Q6PHR2,ULK3_HUMAN,"DOMAIN 14..270; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 280..348; /note=""MIT 1""; DOMAIN 375..444; /note=""MIT 2""",Homo sapiens (Human),"Protein kinase superfamily, Ser/Thr protein kinase family, APG1/unc-51/ULK1 subfamily",ULK3
Q6PHZ2,KCC2D_MOUSE,"DOMAIN 14..272; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",Camk2d Kiaa4163
Q6PWX2,HOG1_BEABA,"DOMAIN 20..299; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Beauveria bassiana (White muscardine disease fungus) (Tritirachium shiotae),"Protein kinase superfamily, Ser/Thr protein kinase family, MAP kinase subfamily. HOG1 sub-subfamily",HOG1
Q6QNF3,PGFRB_CANLF,"DOMAIN 33..120; /note=""Ig-like C2-type 1""; DOMAIN 129..210; /note=""Ig-like C2-type 2""; DOMAIN 214..309; /note=""Ig-like C2-type 3""; DOMAIN 331..403; /note=""Ig-like C2-type 4""; DOMAIN 416..524; /note=""Ig-like C2-type 5""; DOMAIN 600..962; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Canis lupus familiaris (Dog) (Canis familiaris),"Protein kinase superfamily, Tyr protein kinase family, CSF-1/PDGF receptor subfamily",PDGFRB PDGFR PDGFR1
Q6QNL9,KC1_EIMTE,"DOMAIN 9..278; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Eimeria tenella (Coccidian parasite),"Protein kinase superfamily, CK1 Ser/Thr protein kinase family, Casein kinase I subfamily",
Q6QNM1,KC1_TOXGO,"DOMAIN 9..278; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Toxoplasma gondii,"Protein kinase superfamily, CK1 Ser/Thr protein kinase family, Casein kinase I subfamily",
Q6R2V0,WNK1_PIG,"DOMAIN 219..477; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Sus scrofa (Pig),"Protein kinase superfamily, Ser/Thr protein kinase family, WNK subfamily",WNK1 HSN2
Q6RET6,CCAMK_PEA,"DOMAIN 12..314; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 408..443; /note=""EF-hand 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 444..479; /note=""EF-hand 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 486..521; /note=""EF-hand 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""",Pisum sativum (Garden pea),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",SYM9
Q6RET7,CCAMK_MEDTR,"DOMAIN 12..306; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 400..435; /note=""EF-hand 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 436..471; /note=""EF-hand 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 478..513; /note=""EF-hand 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""",Medicago truncatula (Barrel medic) (Medicago tribuloides),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",CCAMK DMI3 MTR_8g043970
Q6SA08,TSSK4_HUMAN,"DOMAIN 25..293; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",TSSK4 C14orf20 STK22E TSSK5
Q6TGC6,CBK1_PNECA,"DOMAIN 126..431; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 432..505; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Pneumocystis carinii,"Protein kinase superfamily, STE Ser/Thr protein kinase family, COT1 subfamily",CBK1
Q6TJY3,KS6B1_BOVIN,"DOMAIN 91..352; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 353..423; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Bos taurus (Bovine),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, S6 kinase subfamily",RPS6KB1
Q6U1I9,SGK1_CHICK,"DOMAIN 99..356; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 357..432; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Gallus gallus (Chicken),"Protein kinase superfamily, AGC Ser/Thr protein kinase family",SGK1 SGK
Q6UD73,LYK3_MEDTR,"DOMAIN 46..72; /note=""LysM 1; degenerate""; /evidence=""ECO:0000250|UniProtKB:A8R7E6""; DOMAIN 102..148; /note=""LysM 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01118""; DOMAIN 167..210; /note=""LysM 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01118""; DOMAIN 322..595; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Medicago truncatula (Barrel medic) (Medicago tribuloides),"Protein kinase superfamily, Ser/Thr protein kinase family",LYK3 HCL RLK3 MTR_5g086130
Q6VAB6,KSR2_HUMAN,"DOMAIN 666..931; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, TKL Ser/Thr protein kinase family",KSR2
Q6VNS1,NTRK3_MOUSE,"DOMAIN 160..209; /note=""LRRCT""; DOMAIN 210..300; /note=""Ig-like C2-type 1""; DOMAIN 309..382; /note=""Ig-like C2-type 2""; DOMAIN 538..825; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily",Ntrk3 TrkC
Q6VVW5,ANPRB_MOUSE,"DOMAIN 513..786; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 861..991; /note=""Guanylate cyclase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00099""",Mus musculus (Mouse),Adenylyl cyclase class-4/guanylyl cyclase family,Npr2
Q6VZ17,HUNKB_XENLA,"DOMAIN <1..246; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus laevis (African clawed frog),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily",hunk-b makv-b
Q6X4A2,CIPKV_ORYSJ,"DOMAIN 20..275; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 313..337; /note=""NAF""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00256""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily",CIPK31 CK1 Os03g0319400 LOC_Os03g20380
Q6XKY3,HOG1_HYPAT,"DOMAIN 20..299; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Hypocrea atroviridis (Trichoderma atroviride),"Protein kinase superfamily, Ser/Thr protein kinase family, MAP kinase subfamily. HOG1 sub-subfamily",hog1 tmk3
Q6XUX0,DUSTY_CHICK,"DOMAIN 653..907; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Gallus gallus (Chicken),"Protein kinase superfamily, Ser/Thr protein kinase family",DSTYK RIPK5
Q6XUX1,DUSTY_MOUSE,"DOMAIN 650..904; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, Ser/Thr protein kinase family",Dstyk Ripk5
Q6XUX2,DUSTY_RAT,"DOMAIN 650..904; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, Ser/Thr protein kinase family",Dstyk Ripk5
Q6XUX3,DUSTY_HUMAN,"DOMAIN 652..906; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Ser/Thr protein kinase family",DSTYK KIAA0472 RIP5 RIPK5 SGK496 HDCMD38P
Q6YY75,NEK6_ORYSJ,"DOMAIN 4..257; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, NEK Ser/Thr protein kinase family, NIMA subfamily",NEK6 Os02g0590800 LOC_Os02g37830 OsJ_07328 OSJNBa0006O15.28
Q6Z2M9,CDPK4_ORYSJ,"DOMAIN 59..319; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 362..397; /note=""EF-hand 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 399..434; /note=""EF-hand 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 441..476; /note=""EF-hand 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 481..508; /note=""EF-hand 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, Ser/Thr protein kinase family, CDPK subfamily",CPK4 CDPK1 Os02g0126400 LOC_Os02g03410 P0482F12.15-1 P0482F12.15-2
Q6Z8C8,CDKF4_ORYSJ,"DOMAIN 4..283; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDKF-4 Os02g0700600 LOC_Os02g47220 OJ1111_E07.13-1 OsJ_08052 P0459B01.42-1
Q6Z9F4,CIPK6_ORYSJ,"DOMAIN 23..278; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 308..332; /note=""NAF""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00256""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily",CIPK6 Os08g0441100 LOC_Os08g34240 P0524F03.52 P0528B09.25
Q6Z437,MPK3_ORYSJ,"DOMAIN 32..319; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MPK3 MAP3 MAPK2 Os02g0148100 LOC_Os02g05480 P0479D12.11
Q6ZAG3,CDKC3_ORYSJ,"DOMAIN 27..320; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDKC-1 Os08g0453800 LOC_Os08g35220 OsJ_026440 P0048G02.5
Q6ZEZ5,NEK3_ORYSJ,"DOMAIN 4..258; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, NEK Ser/Thr protein kinase family, NIMA subfamily",NEK3 Os07g0176600 LOC_Os07g08000 OsJ_23299 P0534H07.24
Q6ZI44,SAPK6_ORYSJ,"DOMAIN 4..260; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, Ser/Thr protein kinase family",SAPK6 RK1 Os02g0551100 LOC_Os02g34600 OJ1004_H01.2 OsJ_07099 P0451A10.35
Q6ZLP5,CIPKN_ORYSJ,"DOMAIN 13..268; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 306..331; /note=""NAF""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00256""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily",CIPK23 Os07g0150700 LOC_Os07g05620 OJ1027_G06.32
Q6ZMQ8,LMTK1_HUMAN,"DOMAIN 125..395; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family",AATK AATYK KIAA0641 LMR1 LMTK1
Q6ZN16,M3K15_HUMAN,"DOMAIN 652..908; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily",MAP3K15 ASK3
Q6ZQ29,TAOK2_MOUSE,"DOMAIN 28..281; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",Taok2 Kiaa0881
Q6ZS72,PEAK3_HUMAN,,Homo sapiens (Human),Protein kinase superfamily,PEAK3 C19orf35
Q6ZWH5,NEK10_HUMAN,"DOMAIN 519..712; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, NEK Ser/Thr protein kinase family, NIMA subfamily",NEK10
Q07DV8,MET_AOTNA,"DOMAIN 27..515; /note=""Sema""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00352""; DOMAIN 563..655; /note=""IPT/TIG 1""; DOMAIN 657..739; /note=""IPT/TIG 2""; DOMAIN 742..836; /note=""IPT/TIG 3""; DOMAIN 1078..1345; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Aotus nancymaae (Ma's night monkey),"Protein kinase superfamily, Tyr protein kinase family",MET
Q07DY1,MET_NOMLE,"DOMAIN 27..515; /note=""Sema""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00352""; DOMAIN 563..655; /note=""IPT/TIG 1""; DOMAIN 657..739; /note=""IPT/TIG 2""; DOMAIN 742..836; /note=""IPT/TIG 3""; DOMAIN 1078..1345; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys),"Protein kinase superfamily, Tyr protein kinase family",MET
Q07DZ1,MET_COLGU,"DOMAIN 27..515; /note=""Sema""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00352""; DOMAIN 563..655; /note=""IPT/TIG 1""; DOMAIN 657..739; /note=""IPT/TIG 2""; DOMAIN 742..836; /note=""IPT/TIG 3""; DOMAIN 1078..1345; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Colobus guereza (Mantled guereza) (Eastern black-and-white colobus monkey),"Protein kinase superfamily, Tyr protein kinase family",MET
Q07E01,MET_ORNAN,"DOMAIN 27..516; /note=""Sema""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00352""; DOMAIN 564..656; /note=""IPT/TIG 1""; DOMAIN 658..740; /note=""IPT/TIG 2""; DOMAIN 743..837; /note=""IPT/TIG 3""; DOMAIN 1079..1346; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Ornithorhynchus anatinus (Duckbill platypus),"Protein kinase superfamily, Tyr protein kinase family",MET
Q07E24,MET_MUSPF,"DOMAIN 27..516; /note=""Sema""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00352""; DOMAIN 564..656; /note=""IPT/TIG 1""; DOMAIN 658..740; /note=""IPT/TIG 2""; DOMAIN 743..837; /note=""IPT/TIG 3""; DOMAIN 1079..1346; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mustela putorius furo (European domestic ferret) (Mustela furo),"Protein kinase superfamily, Tyr protein kinase family",MET
Q07E37,MET_NEONE,"DOMAIN 27..516; /note=""Sema""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00352""; DOMAIN 564..656; /note=""IPT/TIG 1""; DOMAIN 658..740; /note=""IPT/TIG 2""; DOMAIN 743..837; /note=""IPT/TIG 3""; DOMAIN 1079..1346; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Neofelis nebulosa (Clouded leopard),"Protein kinase superfamily, Tyr protein kinase family",MET
Q07E48,MET_DASNO,"DOMAIN 27..516; /note=""Sema""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00352""; DOMAIN 564..656; /note=""IPT/TIG 1""; DOMAIN 658..740; /note=""IPT/TIG 2""; DOMAIN 743..837; /note=""IPT/TIG 3""; DOMAIN 1079..1346; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Dasypus novemcinctus (Nine-banded armadillo),"Protein kinase superfamily, Tyr protein kinase family",MET
Q7F8Q9,MSL1_ORYSJ,"DOMAIN 1107..1401; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, Ser/Thr protein kinase family",MSL1 Os02g0194400 LOC_Os02g10100 OsJ_05738 P0437H03.136
Q7G768,BRL2_ORYSJ,"DOMAIN 824..1101; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, Ser/Thr protein kinase family",BRL2 Os10g0114400 LOC_Os10g02500 OJ1014H12.3 OsJ_34509 OSJNBa0092N12.12
Q7JP68,KAPC2_CAEEL,"DOMAIN 90..344; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 345..398; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Caenorhabditis elegans,"Protein kinase superfamily, Ser/Thr protein kinase family, cAMP subfamily",F47F2.1
Q7JQ32,GC76C_DROME,"DOMAIN 547..824; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 896..1026; /note=""Guanylate cyclase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00099""",Drosophila melanogaster (Fruit fly),Adenylyl cyclase class-4/guanylyl cyclase family,Gyc76C CG42636
Q7KRY6,NHK1_DROME,"DOMAIN 47..328; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Drosophila melanogaster (Fruit fly),"Protein kinase superfamily, CK1 Ser/Thr protein kinase family, VRK subfamily",ball ballchen nhk-1 CG6386
Q7KZI7,MARK2_HUMAN,"DOMAIN 53..304; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 323..362; /note=""UBA""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00212""; DOMAIN 739..788; /note=""KA1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00565""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily",MARK2 EMK1
Q7L7X3,TAOK1_HUMAN,"DOMAIN 28..281; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",TAOK1 KIAA1361 MAP3K16 MARKK
Q7LZQ8,KPCB_XENLA,"DOMAIN 155..272; /note=""C2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00041""; DOMAIN 339..597; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 598..668; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Xenopus laevis (African clawed frog),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily",prkcb prkcb1
Q7M6U3,TEX14_MOUSE,"DOMAIN 199..512; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),Protein kinase superfamily,Tex14
Q7PLI7,DCLK_DROME,"DOMAIN 158..244; /note=""Doublecortin 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00072""; DOMAIN 313..396; /note=""Doublecortin 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00072""; DOMAIN 477..735; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Drosophila melanogaster (Fruit fly),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",CG17528
Q7RAH3,CDPK1_PLAYO,"DOMAIN 57..324; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 371..406; /note=""EF-hand 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 415..450; /note=""EF-hand 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 451..486; /note=""EF-hand 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 497..532; /note=""EF-hand 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""",Plasmodium yoelii yoelii,"Protein kinase superfamily, Ser/Thr protein kinase family, CDPK subfamily",CDPK1 CPK1 PY06527
Q7RAV5,CDPK3_PLAYO,"DOMAIN 112..367; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 412..447; /note=""EF-hand 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 450..481; /note=""EF-hand 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 482..517; /note=""EF-hand 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""",Plasmodium yoelii yoelii,"Protein kinase superfamily, Ser/Thr protein kinase family, CDPK subfamily",CDPK3 CPK3 PY06394
Q7RBX5,KC1_PLAYO,"DOMAIN 9..278; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Plasmodium yoelii yoelii,"Protein kinase superfamily, CK1 Ser/Thr protein kinase family, Casein kinase I subfamily",CK1 PY06011
Q7RJG2,CDPK4_PLAYO,"DOMAIN 70..328; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 376..411; /note=""EF-hand 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 423..458; /note=""EF-hand 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 459..494; /note=""EF-hand 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 498..528; /note=""EF-hand 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""",Plasmodium yoelii yoelii,"Protein kinase superfamily, Ser/Thr protein kinase family, CDPK subfamily",CDPK4 CPK4 PY03298
Q7RM49,CDK2H_PLAYO,"DOMAIN 4..285; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Plasmodium yoelii yoelii,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CRK2 PY02339
Q7RTN6,STRAA_HUMAN,"DOMAIN 69..379; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STRADA LYK5 STRAD
Q7RX99,ATG1_NEUCR,"DOMAIN 24..329; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),"Protein kinase superfamily, Ser/Thr protein kinase family, APG1/unc-51/ULK1 subfamily",apg-1 atg1 NCU00188
Q7RZD3,STE20_NEUCR,"DOMAIN 334..347; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""; DOMAIN 674..925; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",stk-4 ste20 NCU03894
Q7SXE8,CDK9_DANRE,"DOMAIN 19..318; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Danio rerio (Zebrafish) (Brachydanio rerio),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",cdk9
Q7SY24,KPCB_DANRE,"DOMAIN 157..274; /note=""C2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00041""; DOMAIN 339..597; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 598..668; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Danio rerio (Zebrafish) (Brachydanio rerio),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily",prkcbb prkcb1
Q7SY49,CAMKV_DANRE,"DOMAIN 24..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Danio rerio (Zebrafish) (Brachydanio rerio),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",camkv zgc:63506
Q7SY52,STK10_DANRE,"DOMAIN 37..295; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Danio rerio (Zebrafish) (Brachydanio rerio),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",stk10 zgc:63495
Q7T0B0,STK40_XENTR,"DOMAIN 35..332; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",stk40
Q7T0B1,STK40_CHICK,"DOMAIN 35..332; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Gallus gallus (Chicken),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",STK40
Q7T2E3,KC1DA_DANRE,"DOMAIN 9..277; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Danio rerio (Zebrafish) (Brachydanio rerio),Protein kinase superfamily,csnk1da csnk1dl si:ch211-234h8.6
